# ell   Cl_EE[μK^2]   Cl_BB[μK^2]
7.060000000000000000e+02 6.386575214708463161e-05 3.583741796458900366e-11
7.070000000000000000e+02 6.350629992301593213e-05 3.570110664510146309e-11
7.080000000000000000e+02 6.313899767180122910e-05 3.556557000721411504e-11
7.090000000000000000e+02 6.276401746055436208e-05 3.543068722903326721e-11
7.100000000000000000e+02 6.238153135638922482e-05 3.529633748866528543e-11
7.110000000000000000e+02 6.199171142641965687e-05 3.516239996421651617e-11
7.120000000000000000e+02 6.159472973775947068e-05 3.502875383379328003e-11
7.130000000000000000e+02 6.119075835752257355e-05 3.489527827550193640e-11
7.140000000000000000e+02 6.077996935282281858e-05 3.476185246744879942e-11
7.150000000000000000e+02 6.036253479077403856e-05 3.462835558774023494e-11
7.160000000000000000e+02 5.993862673849011368e-05 3.449466681448257649e-11
7.170000000000000000e+02 5.950841726308488350e-05 3.436066532578215760e-11
7.180000000000000000e+02 5.907207843167222821e-05 3.422623029974533119e-11
7.190000000000000000e+02 5.862978231136598060e-05 3.409124091447841142e-11
7.200000000000000000e+02 5.818170096928000732e-05 3.395557634808776412e-11
7.210000000000000000e+02 5.772800647252816146e-05 3.381911577867972929e-11
7.220000000000000000e+02 5.726887088822429613e-05 3.368173838436062107e-11
7.230000000000000000e+02 5.680446628348229153e-05 3.354332334323681178e-11
7.240000000000000000e+02 5.633496472541598722e-05 3.340374983341462202e-11
7.250000000000000000e+02 5.586053828113922274e-05 3.326289703300039825e-11
7.260000000000000000e+02 5.538135901776587830e-05 3.312064412010048047e-11
7.270000000000000000e+02 5.489759900240982055e-05 3.297687027282120867e-11
7.280000000000000000e+02 5.440943030218488904e-05 3.283145466926891638e-11
7.290000000000000000e+02 5.391702498420493687e-05 3.268427648754995652e-11
7.300000000000000000e+02 5.342055511558382392e-05 3.253521490577066263e-11
7.310000000000000000e+02 5.292019776065344251e-05 3.238417925340870409e-11
7.320000000000000000e+02 5.241614997261778762e-05 3.223119946542704193e-11
7.330000000000000000e+02 5.190861380189887991e-05 3.207633562815998596e-11
7.340000000000000000e+02 5.139779129891873326e-05 3.191964782794182661e-11
7.350000000000000000e+02 5.088388451409938865e-05 3.176119615110687369e-11
7.360000000000000000e+02 5.036709549786285995e-05 3.160104068398941116e-11
7.370000000000000000e+02 4.984762630063117460e-05 3.143924151292374235e-11
7.380000000000000000e+02 4.932567897282636002e-05 3.127585872424417063e-11
7.390000000000000000e+02 4.880145556487042332e-05 3.111095240428499288e-11
7.400000000000000000e+02 4.827515812718539869e-05 3.094458263938049305e-11
7.410000000000000000e+02 4.774698871019331358e-05 3.077680951586498742e-11
7.420000000000000000e+02 4.721714936431620219e-05 3.060769312007275994e-11
7.430000000000000000e+02 4.668584213997605128e-05 3.043729353833813336e-11
7.440000000000000000e+02 4.615326908759491539e-05 3.026567085699536578e-11
7.450000000000000000e+02 4.561963225759481518e-05 3.009288516237878639e-11
7.460000000000000000e+02 4.508513370039776453e-05 2.991899654082267917e-11
7.470000000000000000e+02 4.454997546642579085e-05 2.974406507866136038e-11
7.480000000000000000e+02 4.401435960610092837e-05 2.956815086222910751e-11
7.490000000000000000e+02 4.347848816984517740e-05 2.939131397786022392e-11
7.500000000000000000e+02 4.294256320808058570e-05 2.921361451188900649e-11
7.510000000000000000e+02 4.240678677122916037e-05 2.903511255064976826e-11
7.520000000000000000e+02 4.187136090971292206e-05 2.885586818047678996e-11
7.530000000000000000e+02 4.133648767395392532e-05 2.867594148770437171e-11
7.540000000000000000e+02 4.080236911437416368e-05 2.849539255866681685e-11
7.550000000000000000e+02 4.026920728139565781e-05 2.831428147969842227e-11
7.560000000000000000e+02 3.973720422544045546e-05 2.813266833713348161e-11
7.570000000000000000e+02 3.920656199693056372e-05 2.795061321730630793e-11
7.580000000000000000e+02 3.867748264628801004e-05 2.776817620655117226e-11
7.590000000000000000e+02 3.815016822393481506e-05 2.758541739120240379e-11
7.600000000000000000e+02 3.762482078029301299e-05 2.740239685759427679e-11
7.610000000000000000e+02 3.710164236578461771e-05 2.721917469206109460e-11
7.620000000000000000e+02 3.658083503083165664e-05 2.703581098093716705e-11
7.630000000000000000e+02 3.606260082585614367e-05 2.685236581055677484e-11
7.640000000000000000e+02 3.554714180128011299e-05 2.666889926725423104e-11
7.650000000000000000e+02 3.503466000752558526e-05 2.648547143736382282e-11
7.660000000000000000e+02 3.452535749501458792e-05 2.630214240721986000e-11
7.670000000000000000e+02 3.401943631416914161e-05 2.611897226315662977e-11
7.680000000000000000e+02 3.351709851541126022e-05 2.593602109150843224e-11
7.690000000000000000e+02 3.301854614916299149e-05 2.575334897860956753e-11
7.700000000000000000e+02 3.252398126584633576e-05 2.557101601079433898e-11
7.710000000000000000e+02 3.203359029480563333e-05 2.538908047323564210e-11
7.720000000000000000e+02 3.154749718107441498e-05 2.520759344646083465e-11
7.730000000000000000e+02 3.106581024860854474e-05 2.502660420983587947e-11
7.740000000000000000e+02 3.058863782136383915e-05 2.484616204272673941e-11
7.750000000000000000e+02 3.011608822329615205e-05 2.466631622449936438e-11
7.760000000000000000e+02 2.964826977836134068e-05 2.448711603451972046e-11
7.770000000000000000e+02 2.918529081051523174e-05 2.430861075215377050e-11
7.780000000000000000e+02 2.872725964371368587e-05 2.413084965676748055e-11
7.790000000000000000e+02 2.827428460191253656e-05 2.395388202772679733e-11
7.800000000000000000e+02 2.782647400906762748e-05 2.377775714439769981e-11
7.810000000000000000e+02 2.738393618913480230e-05 2.360252428614613468e-11
7.820000000000000000e+02 2.694677946606990470e-05 2.342823273233806157e-11
7.830000000000000000e+02 2.651511216382879528e-05 2.325493176233944977e-11
7.840000000000000000e+02 2.608904260636729400e-05 2.308267065551624920e-11
7.850000000000000000e+02 2.566867911764125808e-05 2.291149869123443240e-11
7.860000000000000000e+02 2.525413002160653458e-05 2.274146514885995575e-11
7.870000000000000000e+02 2.484550364221895362e-05 2.257261930775878208e-11
7.880000000000000000e+02 2.444290830343437580e-05 2.240501044729686779e-11
7.890000000000000000e+02 2.404645232920863464e-05 2.223868784684016602e-11
7.900000000000000000e+02 2.365624404349758058e-05 2.207370078575465576e-11
7.910000000000000000e+02 2.327239177025705052e-05 2.191009854340629341e-11
7.920000000000000000e+02 2.289500383344289150e-05 2.174793039916102564e-11
7.930000000000000000e+02 2.252418855701095399e-05 2.158724563238483145e-11
7.940000000000000000e+02 2.216005426491707148e-05 2.142809352244365753e-11
7.950000000000000000e+02 2.180270928111709781e-05 2.127052334870346996e-11
7.960000000000000000e+02 2.145226192956686988e-05 2.111458439053022834e-11
7.970000000000000000e+02 2.110882053422223474e-05 2.096032592728990198e-11
7.980000000000000000e+02 2.077249341903903944e-05 2.080779723834843111e-11
7.990000000000000000e+02 2.044338890797312090e-05 2.065704760307179795e-11
8.000000000000000000e+02 2.012161532498033293e-05 2.050812630082595889e-11
8.010000000000000000e+02 1.980728099401651244e-05 2.036108261097686384e-11
8.020000000000000000e+02 1.950049423903749631e-05 2.021596581289048210e-11
8.030000000000000000e+02 1.920136338399914855e-05 2.007282518593277330e-11
8.040000000000000000e+02 1.890999675285729928e-05 1.993171000946970027e-11
8.050000000000000000e+02 1.862650266956779554e-05 1.979266956286721292e-11
8.060000000000000000e+02 1.835098945808648441e-05 1.965575312549129350e-11
8.070000000000000000e+02 1.808356544236920278e-05 1.952100997670787899e-11
8.080000000000000000e+02 1.782433894637179770e-05 1.938848939588294193e-11
8.090000000000000000e+02 1.757341829405011961e-05 1.925824066238244515e-11
8.100000000000000000e+02 1.733091180936000881e-05 1.913031305557233859e-11
8.110000000000000000e+02 1.709690433926382399e-05 1.900474107933002219e-11
8.120000000000000000e+02 1.687138682275003137e-05 1.888150013557859267e-11
8.130000000000000000e+02 1.665432672181360881e-05 1.876055085075259032e-11
8.140000000000000000e+02 1.644569149844953078e-05 1.864185385128652958e-11
8.150000000000000000e+02 1.624544861465277175e-05 1.852536976361494750e-11
8.160000000000000000e+02 1.605356553241831975e-05 1.841105921417237468e-11
8.170000000000000000e+02 1.587000971374114247e-05 1.829888282939334495e-11
8.180000000000000000e+02 1.569474862061622116e-05 1.818880123571238567e-11
8.190000000000000000e+02 1.552774971503854045e-05 1.808077505956402743e-11
8.200000000000000000e+02 1.536898045900307144e-05 1.797476492738279115e-11
8.210000000000000000e+02 1.521840831450479536e-05 1.787073146560322034e-11
8.220000000000000000e+02 1.507600074353868839e-05 1.776863530065983913e-11
8.230000000000000000e+02 1.494172520809973176e-05 1.766843705898718135e-11
8.240000000000000000e+02 1.481554917018290335e-05 1.757009736701977436e-11
8.250000000000000000e+02 1.469744009178317592e-05 1.747357685119214553e-11
8.260000000000000000e+02 1.458736543489553581e-05 1.737883613793882546e-11
8.270000000000000000e+02 1.448529266151495240e-05 1.728583585369435443e-11
8.280000000000000000e+02 1.439118923363641203e-05 1.719453662489325334e-11
8.290000000000000000e+02 1.430502261325488409e-05 1.710489907797005603e-11
8.300000000000000000e+02 1.422676026236535660e-05 1.701688383935928016e-11
8.310000000000000000e+02 1.415636964296280064e-05 1.693045153549547571e-11
8.320000000000000000e+02 1.409381821704219915e-05 1.684556279281316683e-11
8.330000000000000000e+02 1.403907344659852492e-05 1.676217823774687440e-11
8.340000000000000000e+02 1.399210279362675918e-05 1.668025849673113872e-11
8.350000000000000000e+02 1.395287372012188150e-05 1.659976419620048393e-11
8.360000000000000000e+02 1.392135368807887143e-05 1.652065596258944385e-11
8.370000000000000000e+02 1.389751015949269835e-05 1.644289442233254907e-11
8.380000000000000000e+02 1.388131059635835029e-05 1.636644020186432697e-11
8.390000000000000000e+02 1.387272246067080173e-05 1.629125392761930812e-11
8.400000000000000000e+02 1.387171321442503051e-05 1.621729622603202637e-11
8.410000000000000000e+02 1.387825031961601620e-05 1.614452772353700585e-11
8.420000000000000000e+02 1.389230123823873158e-05 1.607290904656878361e-11
8.430000000000000000e+02 1.391383343228815958e-05 1.600240082156188379e-11
8.440000000000000000e+02 1.394281436375927975e-05 1.593296367495084021e-11
8.450000000000000000e+02 1.397921149464706658e-05 1.586455823317018346e-11
8.460000000000000000e+02 1.402299228694649961e-05 1.579714512265444093e-11
8.470000000000000000e+02 1.407412420265256009e-05 1.573068496983814642e-11
8.480000000000000000e+02 1.413257470376021910e-05 1.566513840115582407e-11
8.490000000000000000e+02 1.419831125226446637e-05 1.560046604304201095e-11
8.500000000000000000e+02 1.427130131016026619e-05 1.553662852193123441e-11
8.510000000000000000e+02 1.435149607363351647e-05 1.547358772655388625e-11
8.520000000000000000e+02 1.443878167563376641e-05 1.541131059482382567e-11
8.530000000000000000e+02 1.453302798330148528e-05 1.534976532695076983e-11
8.540000000000000000e+02 1.463410486377711351e-05 1.528892012314443589e-11
8.550000000000000000e+02 1.474188218420112883e-05 1.522874318361453457e-11
8.560000000000000000e+02 1.485622981171398693e-05 1.516920270857079271e-11
8.570000000000000000e+02 1.497701761345615029e-05 1.511026689822293071e-11
8.580000000000000000e+02 1.510411545656808308e-05 1.505190395278066251e-11
8.590000000000000000e+02 1.523739320819024268e-05 1.499408207245370528e-11
8.600000000000000000e+02 1.537672073546308819e-05 1.493676945745177616e-11
8.610000000000000000e+02 1.552196790552708884e-05 1.487993430798459881e-11
8.620000000000000000e+02 1.567300458552269696e-05 1.482354482426188390e-11
8.630000000000000000e+02 1.582970064259038009e-05 1.476756920649335831e-11
8.640000000000000000e+02 1.599192594387059902e-05 1.471197565488872950e-11
8.650000000000000000e+02 1.615955035650380774e-05 1.465673236965772757e-11
8.660000000000000000e+02 1.633244374763047720e-05 1.460180755101006322e-11
8.670000000000000000e+02 1.651047598439106480e-05 1.454716939915545683e-11
8.680000000000000000e+02 1.669351693392604147e-05 1.449278611430362397e-11
8.690000000000000000e+02 1.688143646337584766e-05 1.443862589666428502e-11
8.700000000000000000e+02 1.707410443988095433e-05 1.438465694644715716e-11
8.710000000000000000e+02 1.727139073058183241e-05 1.433084746386196077e-11
8.720000000000000000e+02 1.747316520261892574e-05 1.427716564911841141e-11
8.730000000000000000e+02 1.767929772313271204e-05 1.422357970242623109e-11
8.740000000000000000e+02 1.788965815926364531e-05 1.417005782399512890e-11
8.750000000000000000e+02 1.810411637815218634e-05 1.411656821403483815e-11
8.760000000000000000e+02 1.832254224693879928e-05 1.406307907275506147e-11
8.770000000000000000e+02 1.854480563276394154e-05 1.400955860036552733e-11
8.780000000000000000e+02 1.877077640276807728e-05 1.395597499707594805e-11
8.790000000000000000e+02 1.900032442409166388e-05 1.390229646309604404e-11
8.800000000000000000e+02 1.923331956387516891e-05 1.384849119863553567e-11
8.810000000000000000e+02 1.946963168925905315e-05 1.379452740390413851e-11
8.820000000000000000e+02 1.970913066738377059e-05 1.374037327911157133e-11
8.830000000000000000e+02 1.995168636538978879e-05 1.368599702446754968e-11
8.840000000000000000e+02 2.019716865041756853e-05 1.363136684018179396e-11
8.850000000000000000e+02 2.044544738960757060e-05 1.357645092646402457e-11
8.860000000000000000e+02 2.069639245010025577e-05 1.352121748352395381e-11
8.870000000000000000e+02 2.094987369903608481e-05 1.346563471157130694e-11
8.880000000000000000e+02 2.120576100355551851e-05 1.340967081081579950e-11
8.890000000000000000e+02 2.146392423079901765e-05 1.335329398146714705e-11
8.900000000000000000e+02 2.172423324790704978e-05 1.329647242373506997e-11
8.910000000000000000e+02 2.198655701662536913e-05 1.323918221014217195e-11
8.920000000000000000e+02 2.225076087712091387e-05 1.318143090246260435e-11
8.930000000000000000e+02 2.251670926416593594e-05 1.312323393478340827e-11
8.940000000000000000e+02 2.278426661253266357e-05 1.306460674119161513e-11
8.950000000000000000e+02 2.305329735699334872e-05 1.300556475577426764e-11
8.960000000000000000e+02 2.332366593232023316e-05 1.294612341261839722e-11
8.970000000000000000e+02 2.359523677328554512e-05 1.288629814581104497e-11
8.980000000000000000e+02 2.386787431466154332e-05 1.282610438943925200e-11
8.990000000000000000e+02 2.414144299122045260e-05 1.276555757759004971e-11
9.000000000000000000e+02 2.441580723773452153e-05 1.270467314435047923e-11
9.010000000000000000e+02 2.469083148897598511e-05 1.264346652380757680e-11
9.020000000000000000e+02 2.496638017971709866e-05 1.258195315004837706e-11
9.030000000000000000e+02 2.524231774473009382e-05 1.252014845715992274e-11
9.040000000000000000e+02 2.551850861878720558e-05 1.245806787922925010e-11
9.050000000000000000e+02 2.579481723666068928e-05 1.239572685034339378e-11
9.060000000000000000e+02 2.607110803312276976e-05 1.233314080458939327e-11
9.070000000000000000e+02 2.634724544294569896e-05 1.227032517605428968e-11
9.080000000000000000e+02 2.662309390090172206e-05 1.220729539882511441e-11
9.090000000000000000e+02 2.689851784176306389e-05 1.214406690698890534e-11
9.100000000000000000e+02 2.717338170030197302e-05 1.208065513463270358e-11
9.110000000000000000e+02 2.744754991129069461e-05 1.201707551584354538e-11
9.120000000000000000e+02 2.772088690950147384e-05 1.195334348470846701e-11
9.130000000000000000e+02 2.799325712970653893e-05 1.188947447531450795e-11
9.140000000000000000e+02 2.826452500667813505e-05 1.182548392174870284e-11
9.150000000000000000e+02 2.853455497518851754e-05 1.176138725809809280e-11
9.160000000000000000e+02 2.880321147000989429e-05 1.169719991844971085e-11
9.170000000000000000e+02 2.907035892591454775e-05 1.163293733689059971e-11
9.180000000000000000e+02 2.933586177767468582e-05 1.156861494750779402e-11
9.190000000000000000e+02 2.959958446006256044e-05 1.150424818438833166e-11
9.200000000000000000e+02 2.986139140785041678e-05 1.143985248161924727e-11
9.210000000000000000e+02 3.012114705581049324e-05 1.137544327328758681e-11
9.220000000000000000e+02 3.037871583871503160e-05 1.131103599348037683e-11
9.230000000000000000e+02 3.063396219133628041e-05 1.124664607628466168e-11
9.240000000000000000e+02 3.088675054844646113e-05 1.118228895578747599e-11
9.250000000000000000e+02 3.113694534481782909e-05 1.111798006607586249e-11
9.260000000000000000e+02 3.138441101522262608e-05 1.105373484123685098e-11
9.270000000000000000e+02 3.162901199443308710e-05 1.098956871535748256e-11
9.280000000000000000e+02 3.187061271722144715e-05 1.092549712252479672e-11
9.290000000000000000e+02 3.210907761835996157e-05 1.086153549682582810e-11
9.300000000000000000e+02 3.234427113262086537e-05 1.079769927234761458e-11
9.310000000000000000e+02 3.257606990316242905e-05 1.073400366636905835e-11
9.320000000000000000e+02 3.280439940668703126e-05 1.067046302893652374e-11
9.330000000000000000e+02 3.302919732828312681e-05 1.060709149328823132e-11
9.340000000000000000e+02 3.325040135303910274e-05 1.054390319266240488e-11
9.350000000000000000e+02 3.346794916604337321e-05 1.048091226029726822e-11
9.360000000000000000e+02 3.368177845238438624e-05 1.041813282943105162e-11
9.370000000000000000e+02 3.389182689715053567e-05 1.035557903330197563e-11
9.380000000000000000e+02 3.409803218543027629e-05 1.029326500514826890e-11
9.390000000000000000e+02 3.430033200231197483e-05 1.023120487820815200e-11
9.400000000000000000e+02 3.449866403288409964e-05 1.016941278571985035e-11
9.410000000000000000e+02 3.469296596223504455e-05 1.010790286092158936e-11
9.420000000000000000e+02 3.488317547545324404e-05 1.004668923705159444e-11
9.430000000000000000e+02 3.506923025762710548e-05 9.985786047348094242e-12
9.440000000000000000e+02 3.525106799384504979e-05 9.925207425049306105e-12
9.450000000000000000e+02 3.542862636919549791e-05 9.864967503393457057e-12
9.460000000000000000e+02 3.560184306876687754e-05 9.805080415618774130e-12
9.470000000000000000e+02 3.577065577764760283e-05 9.745560294963477891e-12
9.480000000000000000e+02 3.593500218092609470e-05 9.686421274665803449e-12
9.490000000000000000e+02 3.609481996369076731e-05 9.627677487963960064e-12
9.500000000000000000e+02 3.625004681103004159e-05 9.569343068096182843e-12
9.510000000000000000e+02 3.640062040803234523e-05 9.511432148300697203e-12
9.520000000000000000e+02 3.654647843978608561e-05 9.453958861815725326e-12
9.530000000000000000e+02 3.668755859137969722e-05 9.396937341879486166e-12
9.540000000000000000e+02 3.682379854790158064e-05 9.340381721730216448e-12
9.550000000000000000e+02 3.695513599444017714e-05 9.284306134606131891e-12
9.560000000000000000e+02 3.708150861608390086e-05 9.228724713745459528e-12
9.570000000000000000e+02 3.720285409792115918e-05 9.173651592386426389e-12
9.580000000000000000e+02 3.731911012504037981e-05 9.119100903767254657e-12
9.590000000000000000e+02 3.743021438252998366e-05 9.065086781126168133e-12
9.600000000000000000e+02 3.753610455547838490e-05 9.011623357701392231e-12
9.610000000000000000e+02 3.763671832897400445e-05 8.958724766731155598e-12
9.620000000000000000e+02 3.773199338810527678e-05 8.906405141453680417e-12
9.630000000000000000e+02 3.782186741796059572e-05 8.854678615107192104e-12
9.640000000000000000e+02 3.790627810362839575e-05 8.803559320929911227e-12
9.650000000000000000e+02 3.798516313019709780e-05 8.753061392160068048e-12
9.660000000000000000e+02 3.805846018275512956e-05 8.703198962035883135e-12
9.670000000000000000e+02 3.812610694639089165e-05 8.653986163795586750e-12
9.680000000000000000e+02 3.818804110619281175e-05 8.605437130677401077e-12
9.690000000000000000e+02 3.824420034724931758e-05 8.557565995919546685e-12
9.700000000000000000e+02 3.829452235464881650e-05 8.510386892760252219e-12
9.710000000000000000e+02 3.833896070095444878e-05 8.463909750536632501e-12
9.720000000000000000e+02 3.837753250862827265e-05 8.418127682981363209e-12
9.730000000000000000e+02 3.841027078760702500e-05 8.373029599926012661e-12
9.740000000000000000e+02 3.843720854782748341e-05 8.328604411202141095e-12
9.750000000000000000e+02 3.845837879922639154e-05 8.284841026641321673e-12
9.760000000000000000e+02 3.847381455174052697e-05 8.241728356075116249e-12
9.770000000000000000e+02 3.848354881530662659e-05 8.199255309335093140e-12
9.780000000000000000e+02 3.848761459986148152e-05 8.157410796252817431e-12
9.790000000000000000e+02 3.848604491534180833e-05 8.116183726659854207e-12
9.800000000000000000e+02 3.847887277168441169e-05 8.075563010387773400e-12
9.810000000000000000e+02 3.846613117882602173e-05 8.035537557268136864e-12
9.820000000000000000e+02 3.844785314670340923e-05 7.996096277132512915e-12
9.830000000000000000e+02 3.842407168525333819e-05 7.957228079812468254e-12
9.840000000000000000e+02 3.839481980441256586e-05 7.918921875139567966e-12
9.850000000000000000e+02 3.836013051411783591e-05 7.881166572945377136e-12
9.860000000000000000e+02 3.832003682430593268e-05 7.843951083061465696e-12
9.870000000000000000e+02 3.827457174491361339e-05 7.807264315319397116e-12
9.880000000000000000e+02 3.822376828587762174e-05 7.771095179550739712e-12
9.890000000000000000e+02 3.816765945713472173e-05 7.735432585587055337e-12
9.900000000000000000e+02 3.810627826862167736e-05 7.700265443259913925e-12
9.910000000000000000e+02 3.803965773027525264e-05 7.665582662400878943e-12
9.920000000000000000e+02 3.796783085203220482e-05 7.631373152841520325e-12
9.930000000000000000e+02 3.789083064382928434e-05 7.597625824413401539e-12
9.940000000000000000e+02 3.780869011560326876e-05 7.564329586948090903e-12
9.950000000000000000e+02 3.772144227729090854e-05 7.531473350277151885e-12
9.960000000000000000e+02 3.762912013882896770e-05 7.499046024232152801e-12
9.970000000000000000e+02 3.753175671015418312e-05 7.467036518644657123e-12
9.980000000000000000e+02 3.742938500120335271e-05 7.435433743346236396e-12
9.990000000000000000e+02 3.732203802191320658e-05 7.404226608168452475e-12
1.000000000000000000e+03 3.720974878222051553e-05 7.373404022942868829e-12
1.001000000000000000e+03 3.709255029206205034e-05 7.342954897501058622e-12
1.002000000000000000e+03 3.697047556137454791e-05 7.312868141674582091e-12
1.003000000000000000e+03 3.684355760009477902e-05 7.283132665295010785e-12
1.004000000000000000e+03 3.671182941815950769e-05 7.253737378193908173e-12
1.005000000000000000e+03 3.657532402550549793e-05 7.224671190202839339e-12
1.006000000000000000e+03 3.643407443206949341e-05 7.195923011153370986e-12
1.007000000000000000e+03 3.628811364778826491e-05 7.167481750877069812e-12
1.008000000000000000e+03 3.613747468259857645e-05 7.139336319205504943e-12
1.009000000000000000e+03 3.598219054643717171e-05 7.111475625970236617e-12
1.010000000000000000e+03 3.582229424924082825e-05 7.083888581002835574e-12
1.011000000000000000e+03 3.565782858558774347e-05 7.056564361838056457e-12
1.012000000000000000e+03 3.548887548862191617e-05 7.029493216823419420e-12
1.013000000000000000e+03 3.531552667612881241e-05 7.002665662009636598e-12
1.014000000000000000e+03 3.513787386589387117e-05 6.976072213447416086e-12
1.015000000000000000e+03 3.495600877570254495e-05 6.949703387187467597e-12
1.016000000000000000e+03 3.477002312334027273e-05 6.923549699280503265e-12
1.017000000000000000e+03 3.458000862659252735e-05 6.897601665777232802e-12
1.018000000000000000e+03 3.438605700324474099e-05 6.871849802728365921e-12
1.019000000000000000e+03 3.418825997108235941e-05 6.846284626184613140e-12
1.020000000000000000e+03 3.398670924789086900e-05 6.820896652196684979e-12
1.021000000000000000e+03 3.378149655145566807e-05 6.795676396815290342e-12
1.022000000000000000e+03 3.357271359956224302e-05 6.770614376091142980e-12
1.023000000000000000e+03 3.336045210999603281e-05 6.745701106074950181e-12
1.024000000000000000e+03 3.314480380054248319e-05 6.720927102817421657e-12
1.025000000000000000e+03 3.292586038898705344e-05 6.696282882369270351e-12
1.026000000000000000e+03 3.270371359311518932e-05 6.671758960781204358e-12
1.027000000000000000e+03 3.247845513071233656e-05 6.647345854103935007e-12
1.028000000000000000e+03 3.225017671956394768e-05 6.623034078388171201e-12
1.029000000000000000e+03 3.201897007745548875e-05 6.598814149684625076e-12
1.030000000000000000e+03 3.178492692217237841e-05 6.574676584044005534e-12
1.031000000000000000e+03 3.154813897150008951e-05 6.550611897517025520e-12
1.032000000000000000e+03 3.130869794322407455e-05 6.526610606154389899e-12
1.033000000000000000e+03 3.106669555512977930e-05 6.502663226006814843e-12
1.034000000000000000e+03 3.082222352500263592e-05 6.478760273125006834e-12
1.035000000000000000e+03 3.057537357062811728e-05 6.454892263559677200e-12
1.036000000000000000e+03 3.032623740979166911e-05 6.431049713361536459e-12
1.037000000000000000e+03 3.007490676027873037e-05 6.407223138581294323e-12
1.038000000000000000e+03 2.982147333987476715e-05 6.383403055269662121e-12
1.039000000000000000e+03 2.956602886636520484e-05 6.359579979477349563e-12
1.040000000000000000e+03 2.930866505753552986e-05 6.335744427255066361e-12
1.041000000000000000e+03 2.904947363117115744e-05 6.311886914653523843e-12
1.042000000000000000e+03 2.878854630505756044e-05 6.287997957723429296e-12
1.043000000000000000e+03 2.852597479698018460e-05 6.264068072515497280e-12
1.044000000000000000e+03 2.826185082472447226e-05 6.240087775080435891e-12
1.045000000000000000e+03 2.799626610607587596e-05 6.216047581468956456e-12
1.046000000000000000e+03 2.772931235881984820e-05 6.191938007731767879e-12
1.047000000000000000e+03 2.746108130074184151e-05 6.167749569919579871e-12
1.048000000000000000e+03 2.719166464962730501e-05 6.143472784083103760e-12
1.049000000000000000e+03 2.692115412326168106e-05 6.119098166273050874e-12
1.050000000000000000e+03 2.664964143943043234e-05 6.094616232540130923e-12
1.051000000000000000e+03 2.637721764381920813e-05 6.070019828717193687e-12
1.052000000000000000e+03 2.610397109371451923e-05 6.045311119765653246e-12
1.053000000000000000e+03 2.582998947430306306e-05 6.020494600429071021e-12
1.054000000000000000e+03 2.555536047077155734e-05 5.995574765450996311e-12
1.055000000000000000e+03 2.528017176830671305e-05 5.970556109574986496e-12
1.056000000000000000e+03 2.500451105209523775e-05 5.945443127544598956e-12
1.057000000000000000e+03 2.472846600732384579e-05 5.920240314103388647e-12
1.058000000000000000e+03 2.445212431917924813e-05 5.894952163994910525e-12
1.059000000000000000e+03 2.417557367284814217e-05 5.869583171962720353e-12
1.060000000000000000e+03 2.389890175351725920e-05 5.844137832750375512e-12
1.061000000000000000e+03 2.362219624637328308e-05 5.818620641101430149e-12
1.062000000000000000e+03 2.334554483660294849e-05 5.793036091759440029e-12
1.063000000000000000e+03 2.306903520939295620e-05 5.767388679467962530e-12
1.064000000000000000e+03 2.279275504993001042e-05 5.741682898970550185e-12
1.065000000000000000e+03 2.251679204340083565e-05 5.715923245010761990e-12
1.066000000000000000e+03 2.224123387499212591e-05 5.690114212332152900e-12
1.067000000000000000e+03 2.196616822989060232e-05 5.664260295678275448e-12
1.068000000000000000e+03 2.169168279328297585e-05 5.638365989792690245e-12
1.069000000000000000e+03 2.141786525035594389e-05 5.612435789418949823e-12
1.070000000000000000e+03 2.114480328629623774e-05 5.586474189300612370e-12
1.071000000000000000e+03 2.087258458629054803e-05 5.560485684181229610e-12
1.072000000000000000e+03 2.060129683552559587e-05 5.534474768804361347e-12
1.073000000000000000e+03 2.033102771918808547e-05 5.508445937913560920e-12
1.074000000000000000e+03 2.006186492246473453e-05 5.482403686252384094e-12
1.075000000000000000e+03 1.979389613054224388e-05 5.456352508564388248e-12
1.076000000000000000e+03 1.952720902860733462e-05 5.430296899593129953e-12
1.077000000000000000e+03 1.926189130184670077e-05 5.404241354082159319e-12
1.078000000000000000e+03 1.899803063544707363e-05 5.378190366775036957e-12
1.079000000000000000e+03 1.873571471459514721e-05 5.352148432415318630e-12
1.080000000000000000e+03 1.847503122447764263e-05 5.326120045746559295e-12
1.081000000000000000e+03 1.821606785028126408e-05 5.300109701512312291e-12
1.082000000000000000e+03 1.795891227719271575e-05 5.274121894456135806e-12
1.083000000000000000e+03 1.770365219039872213e-05 5.248161119321585605e-12
1.084000000000000000e+03 1.745037527508598064e-05 5.222231870852217450e-12
1.085000000000000000e+03 1.719916921644121241e-05 5.196338643791586298e-12
1.086000000000000000e+03 1.695012169965111822e-05 5.170485932883247105e-12
1.087000000000000000e+03 1.670332040990241921e-05 5.144678232870756442e-12
1.088000000000000000e+03 1.645885303238180938e-05 5.118920038497670881e-12
1.089000000000000000e+03 1.621680725227601325e-05 5.093215844507545379e-12
1.090000000000000000e+03 1.597727075477173840e-05 5.067570145643934891e-12
1.091000000000000000e+03 1.574032249872934954e-05 5.041987401588689749e-12
1.092000000000000000e+03 1.550600653770387057e-05 5.016471931776828055e-12
1.093000000000000000e+03 1.527435819892396896e-05 4.991028020581663286e-12
