# ell   Cl_EE[μK^2]   Cl_BB[μK^2]
2.970000000000000000e+02 8.103705755927866311e-05 1.132104484011586037e-09
2.980000000000000000e+02 8.214768886929516868e-05 1.113422048431342027e-09
2.990000000000000000e+02 8.325312146169714267e-05 1.094932682936224004e-09
3.000000000000000000e+02 8.435295216888934265e-05 1.076640172765722889e-09
3.010000000000000000e+02 8.544677782327656684e-05 1.058548303159330846e-09
3.020000000000000000e+02 8.653419525726353215e-05 1.040660859356539001e-09
3.030000000000000000e+02 8.761480130325507748e-05 1.022981626596839725e-09
3.040000000000000000e+02 8.868819279365587908e-05 1.005514390119723525e-09
3.050000000000000000e+02 8.975396656087077584e-05 9.882629351646829769e-10
3.060000000000000000e+02 9.081171943730448467e-05 9.712310469712090028e-10
3.070000000000000000e+02 9.186104825536181735e-05 9.544225107787935580e-10
3.080000000000000000e+02 9.290154984744747725e-05 9.378411118269279775e-10
3.090000000000000000e+02 9.393282104596626259e-05 9.214906353551039067e-10
3.100000000000000000e+02 9.495445868332297160e-05 9.053748666028130945e-10
3.110000000000000000e+02 9.596605959192229410e-05 8.894975908095469792e-10
3.120000000000000000e+02 9.696722060416906896e-05 8.738625932147976199e-10
3.130000000000000000e+02 9.795753855246802666e-05 8.584736590580555244e-10
3.140000000000000000e+02 9.893661026922392476e-05 8.433345735788134756e-10
3.150000000000000000e+02 9.990403258684153439e-05 8.284491220165622915e-10
3.160000000000000000e+02 1.008594023377256538e-04 8.138210896107938243e-10
3.170000000000000000e+02 1.018023163542809998e-04 7.994542616009998228e-10
3.180000000000000000e+02 1.027323714689123708e-04 7.853524232266713118e-10
3.190000000000000000e+02 1.036491645140244971e-04 7.715193597273006605e-10
3.200000000000000000e+02 1.045522923220221635e-04 7.579588563423787905e-10
3.210000000000000000e+02 1.054413517253101682e-04 7.446746983113975538e-10
3.220000000000000000e+02 1.063159395562932009e-04 7.316706708738485958e-10
3.230000000000000000e+02 1.071756526473761141e-04 7.189505592692235619e-10
